,Time Serie,AUSTRALIA - AUSTRALIAN DOLLAR/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - RENMINBI/US$,DENMARK - DANISH KRONE/US$,EURO AREA - EURO/US$,GREAT BRITAIN - GREAT BRITAIN POUND/US$,HONG KONG - HONG KONG DOLLAR/US$,INDIA - INDIAN RUPEE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,MEXICO - MEXICAN PESO/US$,NEW ZEALAND - NEW ZELAND DOLLAR/US$,NORWAY - NORWEGIAN KRONE/US$,SINGAPORE - SINGAPORE DOLLAR/US$,SOUTH AFRICA - RAND/US$,SWEDEN - KRONA/US$,SWITZERLAND - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILAND - BAHT/US$
0,2006-01-02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1945,2013-06-17,1.0481,2.1576,1.0175,6.1248,5.5909,0.7496,0.6366,7.7598,57.97,94.87,3.131,12.7776,1.2508,5.7308,1.2546,9.903,6.4713,0.9254,29.85,30.65
1946,2013-06-18,1.0534,2.164,1.0209,6.1283,5.5641,0.7459,0.64,7.7583,58.79,95.2,3.1535,12.8845,1.2498,5.7295,1.2616,9.9736,6.4444,0.9186,29.88,30.88
1947,2013-06-19,1.0487,2.1743,1.0187,6.1264,5.5648,0.746,0.6387,7.7564,58.7,95.22,3.15,12.8721,1.2435,5.7209,1.2564,9.9543,6.3855,0.9192,29.78,30.68
1948,2013-06-20,1.0884,2.2655,1.0383,6.1277,5.6441,0.7568,0.6465,7.7534,59.57,98.18,3.1971,13.405,1.2942,6.001,1.2745,10.2015,6.583,0.9296,30.16,31.12
1949,2013-06-21,1.088,2.268,1.0467,6.1328,5.6879,0.7626,0.6505,7.7583,59.43,97.48,3.202,13.4147,1.2965,6.0966,1.2768,10.2385,6.7003,0.9354,30.15,31.16
1950,2013-06-24,1.0827,2.2479,1.0532,6.1441,5.6977,0.7639,0.6492,7.7581,59.8,97.7,3.2201,13.3945,1.2938,6.1593,1.2777,10.1135,6.7776,0.9345,30.2,31.08
1951,2013-06-25,1.0813,2.2207,1.0512,6.1448,5.7019,0.7645,0.6486,7.758,59.66,97.87,3.183,13.257,1.2937,6.1294,1.2688,10.0876,6.735,0.9388,30.05,31.06
1952,2013-06-26,1.0763,2.1994,1.0468,6.1468,5.7332,0.7689,0.6522,7.7584,60.7,97.43,3.2025,13.215,1.2801,6.0993,1.2725,10.1348,6.7185,0.9432,30.09,31.1
1953,2013-06-27,1.0774,2.1864,1.0479,6.1488,5.7303,0.7683,0.6564,7.7579,60.19,98.4,3.1735,13.0365,1.2845,6.0544,1.2672,9.9745,6.747,0.9464,30,31.12
1954,2013-06-28,1.0911,2.2075,1.0513,6.1374,5.7326,0.7686,0.6575,7.756,59.52,99.21,3.158,12.9925,1.2895,6.0903,1.2682,9.8799,6.7318,0.945,29.96,31.09
1955,2013-07-01,1.0814,2.228,1.0499,6.1325,5.711,0.7657,0.6559,7.7554,59.38,99.62,3.163,12.9,1.2771,6.0734,1.2634,9.8895,6.6636,0.9452,29.96,30.9
1956,2013-07-02,1.0919,2.2395,1.0529,6.1327,5.7306,0.7682,0.6592,7.7535,59.54,100.43,3.1685,12.979,1.2887,6.0854,1.2694,9.9155,6.6876,0.9492,30,30.97
1957,2013-07-03,1.1005,2.2608,1.0521,6.1301,5.7362,0.7689,0.6551,7.7545,60.21,99.82,3.1846,13.031,1.2855,6.0977,1.2719,10.0835,6.6928,0.9475,30.06,31.09
1958,2013-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959,2013-07-05,1.1025,2.2635,1.0566,6.1324,5.8118,0.7794,0.6707,7.7547,60.23,100.94,3.187,13.044,1.2968,6.263,1.2811,10.179,6.8171,0.9624,30.12,31.24
1960,2013-07-08,1.0972,2.2605,1.0578,6.1337,5.7984,0.7774,0.6697,7.7562,60.75,101.07,3.208,12.949,1.2816,6.1483,1.2807,10.202,6.7798,0.9644,30.08,31.41
1961,2013-07-09,1.0916,2.262,1.053,6.1293,5.8384,0.7828,0.674,7.7562,60.09,101.08,3.185,12.8675,1.2728,6.1887,1.2801,10.04,6.7985,0.9736,30.09,31.27
1962,2013-07-10,1.0935,2.2732,1.051,6.1336,5.8057,0.7785,0.6696,7.7569,59.88,100.1,3.179,12.9475,1.283,6.1401,1.275,10.03,6.7726,0.9682,29.96,31.23
1963,2013-07-11,1.093,2.267,1.0389,6.135,5.7162,0.7665,0.6611,7.7572,59.82,98.8,3.167,12.8475,1.2817,6.0874,1.2614,9.9905,6.6912,0.9496,29.87,31.14
1964,2013-07-12,1.1051,2.2677,1.0393,6.1373,5.7156,0.7664,0.6619,7.7581,59.88,99.39,3.174,12.8295,1.2852,6.07,1.2627,9.9915,6.676,0.9468,29.87,31.14
1965,2013-07-15,1.1006,2.245,1.0412,6.1373,5.7188,0.7669,0.6628,7.7587,59.89,100.04,3.189,12.739,1.2814,6.0741,1.2641,9.8955,6.6853,0.9508,29.82,31.12
1966,2013-07-16,1.0839,2.2439,1.0388,6.1345,5.6726,0.7608,0.6613,7.7572,59.29,99.37,3.187,12.628,1.2692,5.9965,1.2602,9.873,6.5934,0.9408,29.76,31.04
1967,2013-07-17,1.0859,2.2315,1.0423,6.1351,5.6946,0.7637,0.6586,7.7576,59.34,99.7,3.19,12.531,1.2668,6.01,1.2613,9.845,6.5836,0.9428,29.79,31.04
1968,2013-07-18,1.0927,2.2282,1.0395,6.1408,5.7017,0.7646,0.6582,7.7575,59.59,100.6,3.193,12.5375,1.2684,6.001,1.2677,9.925,6.5995,0.9468,29.93,31.02
1969,2013-07-19,1.087,2.2345,1.0362,6.1377,5.6743,0.7609,0.6553,7.7577,59.37,100.3,3.1925,12.5525,1.2585,5.9695,1.2644,9.8615,6.5397,0.9401,29.88,31
1970,2013-07-22,1.0808,2.2317,1.0336,6.1404,5.652,0.758,0.6508,7.7579,59.71,99.6,3.179,12.504,1.2557,5.9329,1.2605,9.801,6.4872,0.9357,29.87,30.92
1971,2013-07-23,1.08,2.2212,1.0305,6.1369,5.645,0.7569,0.6513,7.7576,59.64,99.76,3.177,12.5125,1.2549,5.8876,1.2645,9.7265,6.4521,0.9368,29.91,30.93
1972,2013-07-24,1.0886,2.2388,1.0298,6.1358,5.6371,0.756,0.6507,7.7575,59.14,100.21,3.186,12.6425,1.2588,5.9136,1.2678,9.7485,6.4964,0.9354,29.91,30.98
1973,2013-07-25,1.0879,2.2586,1.0283,6.1346,5.6333,0.7556,0.6522,7.7577,59.01,99.56,3.196,12.655,1.2415,5.9311,1.2675,9.807,6.5185,0.9336,29.94,31.05
1974,2013-07-26,1.082,2.2525,1.0292,6.1316,5.6197,0.7536,0.6507,7.7571,59.08,98.24,3.2065,12.712,1.2389,5.9169,1.2647,9.793,6.473,0.9289,29.9,31.14
1975,2013-07-29,1.0858,2.2605,1.0259,6.1323,5.6218,0.754,0.6513,7.7574,59.33,97.8,3.224,12.734,1.2461,5.9238,1.2661,9.7845,6.4742,0.9308,29.92,31.14
1976,2013-07-30,1.1038,2.273,1.0292,6.1315,5.6195,0.7538,0.656,7.7549,60.8,98.02,3.233,12.754,1.2539,5.9268,1.2696,9.797,6.5426,0.9298,29.95,31.27
1977,2013-07-31,1.1164,2.2987,1.0287,6.1284,5.6081,0.7529,0.6589,7.7558,60.77,98.35,3.245,12.857,1.2577,5.904,1.2746,9.9145,6.5284,0.9284,30.03,31.34
1978,2013-08-01,1.1212,2.298,1.0338,6.1302,5.6401,0.7566,0.6603,7.7559,60.45,99.3,3.241,12.824,1.271,5.9465,1.2754,9.9825,6.6039,0.9353,30.04,31.31
1979,2013-08-02,1.1235,2.2875,1.0379,6.1293,5.6174,0.7537,0.6546,7.7557,60.88,99.04,3.256,12.6805,1.2783,5.9419,1.2718,9.8665,6.6078,0.9293,29.97,31.23
1980,2013-08-05,1.1218,2.3016,1.0394,6.1245,5.6232,0.7543,0.6516,7.7564,60.88,98.54,3.23,12.6765,1.2822,5.9337,1.27,9.8565,6.5902,0.9302,29.92,31.35
1981,2013-08-06,1.1146,2.2924,1.0378,6.1215,5.6074,0.7521,0.6507,7.7561,60.78,97.85,3.245,12.644,1.2679,5.9244,1.2681,9.913,6.5633,0.9266,29.91,31.4
1982,2013-08-07,1.1094,2.2985,1.0415,6.119,5.5945,0.7502,0.6446,7.7564,61.2,96.72,3.253,12.69,1.2536,5.913,1.2674,9.894,6.5238,0.9222,29.95,31.37
1983,2013-08-08,1.0976,2.2748,1.0347,6.1207,5.5678,0.7467,0.6429,7.7562,60.72,96.03,3.253,12.617,1.2444,5.8994,1.2591,9.811,6.4771,0.9194,29.87,31.16
1984,2013-08-09,1.0885,2.271,1.0302,6.1217,5.5928,0.7497,0.6449,7.7556,60.34,96.24,3.253,12.601,1.2441,5.8572,1.2572,9.768,6.5064,0.9221,29.91,31.19
1985,2013-08-12,1.0897,2.273,1.0297,6.1218,5.6032,0.7512,0.6462,7.7556,61.15,96.44,3.247,12.562,1.2444,5.8634,1.261,9.821,6.5251,0.9248,29.95,31.2
1986,2013-08-13,1.0997,2.3063,1.0345,6.1217,5.63,0.7549,0.6472,7.755,61.33,98.06,3.257,12.7515,1.2588,5.899,1.2678,9.982,6.5481,0.934,29.98,31.26
1987,2013-08-14,1.0941,2.313,1.0319,6.1191,5.6248,0.7544,0.6439,7.7552,61.27,98.15,3.2735,12.7205,1.2449,5.8867,1.2705,9.935,6.506,0.9354,29.97,31.24
1988,2013-08-15,1.0983,2.3417,1.0339,6.1123,5.6221,0.754,0.6421,7.7548,61.41,97.81,3.276,12.8335,1.2429,5.9412,1.2728,9.99,6.5367,0.9334,29.98,31.27
1989,2013-08-16,1.0878,2.3585,1.0344,6.1145,5.5978,0.7507,0.6402,7.7542,61.65,97.6,3.275,12.8685,1.2318,5.9119,1.2702,10.037,6.5154,0.9269,29.88,31.25
1990,2013-08-19,1.0951,2.4021,1.0334,6.1227,5.5868,0.7492,0.6384,7.7546,63.13,97.94,3.2845,12.99,1.2369,5.9035,1.2759,10.1675,6.4974,0.9247,29.96,31.36
1991,2013-08-20,1.0996,2.3959,1.0374,6.1241,5.5531,0.7448,0.6378,7.7537,63.21,97.12,3.287,12.9795,1.2519,5.9404,1.2735,10.135,6.4791,0.9178,29.9,31.6
1992,2013-08-21,1.1095,2.4226,1.0442,6.1229,5.5792,0.7481,0.6378,7.7545,64.11,97.66,3.29,13.17,1.2692,6.0574,1.2789,10.2525,6.5538,0.9211,29.94,31.86
1993,2013-08-22,1.1079,2.4464,1.0511,6.1206,5.5823,0.7484,0.6418,7.7554,64.55,98.53,3.309,13.1555,1.2762,6.1057,1.2808,10.297,6.5164,0.9236,29.95,32.02
1994,2013-08-23,1.1064,2.3679,1.0512,6.12,5.5699,0.7467,0.6419,7.7551,63.22,98.57,3.3,12.993,1.2791,6.0202,1.2793,10.213,6.4871,0.9207,29.89,31.87
1995,2013-08-26,1.1063,2.3858,1.0513,6.1202,5.5788,0.748,0.6423,7.7554,64.26,98.64,3.3035,13.142,1.2731,6.0391,1.2812,10.318,6.5166,0.9229,29.95,31.92
1996,2013-08-27,1.1156,2.3925,1.0504,6.1212,5.5721,0.747,0.644,7.7562,66.24,97.3,3.33,13.3145,1.2829,6.0169,1.2831,10.408,6.4992,0.9186,29.99,32.15
1997,2013-08-28,1.1174,2.3298,1.0491,6.1202,5.5957,0.7504,0.6443,7.7551,68.8,97.65,3.333,13.2295,1.2817,6.059,1.2777,10.315,6.5212,0.9221,29.94,32.16
1998,2013-08-29,1.1206,2.3572,1.0526,6.1203,5.6389,0.756,0.6457,7.755,66.55,98.46,3.31,13.285,1.2885,6.1009,1.2749,10.3375,6.5945,0.9316,29.93,32.12
1999,2013-08-30,1.1235,2.3809,1.0554,6.1193,5.6528,0.7578,0.6465,7.7544,65.71,98.22,3.285,13.3355,1.2938,6.1281,1.2758,10.257,6.6338,0.9313,29.93,32.13
2000,2013-09-02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001,2013-09-03,1.1044,2.383,1.0532,6.1204,5.6663,0.7596,0.6433,7.7547,67.71,99.43,3.285,13.433,1.2844,6.0722,1.2777,10.3175,6.6205,0.9363,29.78,32.14
2002,2013-09-04,1.0885,2.3536,1.0482,6.1199,5.6445,0.7569,0.6393,7.7554,67.08,99.61,3.281,13.293,1.2618,6.0583,1.273,10.217,6.5962,0.9356,29.69,32.13
2003,2013-09-05,1.0951,2.3232,1.0499,6.1194,5.6828,0.7622,0.6413,7.7557,66.01,100.08,3.303,13.399,1.2658,6.1202,1.2803,10.23,6.67,0.9437,29.81,32.31
2004,2013-09-06,1.0864,2.29,1.039,6.1202,5.6651,0.7595,0.6397,7.7554,65.23,99.04,3.327,13.1775,1.2489,6.083,1.2732,10.0125,6.6371,0.9385,29.72,32.17
2005,2013-09-09,1.0831,2.2799,1.0366,6.1209,5.6248,0.7541,0.636,7.755,65.24,99.55,3.291,13.153,1.2469,6.0191,1.2701,9.9755,6.5656,0.9314,29.63,32.08
2006,2013-09-10,1.0765,2.293,1.0357,6.1195,5.6242,0.7541,0.6357,7.7547,63.83,100.22,3.275,13.142,1.2419,5.9269,1.2685,10.0325,6.5457,0.9344,29.62,32.12
2007,2013-09-11,1.0739,2.2884,1.0336,6.1183,5.6066,0.7518,0.6326,7.7545,63.26,100.08,3.258,13.087,1.2401,5.9153,1.2675,9.9,6.5265,0.9314,29.64,31.91
2008,2013-09-12,1.0786,2.2716,1.0319,6.1178,5.6008,0.751,0.6322,7.754,63.42,99.24,3.2761,13.097,1.227,5.8858,1.267,9.943,6.5141,0.9286,29.66,31.61
2009,2013-09-13,1.0819,2.2825,1.0341,6.1186,5.6164,0.7532,0.6305,7.7544,63.36,99.38,3.288,13.049,1.2279,5.9386,1.2685,9.9375,6.5641,0.9319,29.68,31.81
2010,2013-09-16,1.0717,2.273,1.0316,6.1198,5.5859,0.7491,0.6279,7.7536,62.83,98.98,3.288,12.93,1.2217,5.8983,1.2605,9.793,6.4926,0.9258,29.58,31.66
2011,2013-09-17,1.0679,2.255,1.029,6.1213,5.5841,0.7487,0.6289,7.7538,63.36,99.16,3.2455,12.918,1.2124,5.8998,1.2586,9.799,6.4606,0.9266,29.62,31.68
2012,2013-09-18,1.0702,2.2429,1.0312,6.121,5.5858,0.749,0.6264,7.7539,63.37,99.04,3.232,12.97,1.2168,5.9018,1.2592,9.8115,6.4595,0.926,29.62,31.65
2013,2013-09-19,1.0589,2.2067,1.0237,6.121,5.5125,0.7393,0.6233,7.7535,61.76,99.33,3.1455,12.738,1.1962,5.8216,1.2469,9.693,6.3416,0.9112,29.51,31.03
2014,2013-09-20,1.0642,2.2047,1.0287,6.121,5.515,0.7395,0.6242,7.7533,62.27,99.38,3.164,12.777,1.1945,5.9184,1.251,9.865,6.3615,0.9104,29.56,31.04
2015,2013-09-23,1.0589,2.1997,1.029,6.1201,5.5273,0.7396,0.6224,7.7533,62.57,98.76,3.199,12.799,1.1925,5.9091,1.2501,9.825,6.3815,0.91,29.55,31.18
2016,2013-09-24,1.0634,2.1978,1.0294,6.1208,5.5273,0.7413,0.6248,7.7536,62.72,98.76,3.215,12.8605,1.2058,5.967,1.2533,9.8355,6.3947,0.9114,29.57,31.27
2017,2013-09-25,1.0654,2.2221,1.0294,6.119,5.509,0.7388,0.6219,7.7537,62.2,98.62,3.221,12.934,1.2092,5.9964,1.2529,9.93,6.408,0.9082,29.55,31.22
2018,2013-09-26,1.0691,2.238,1.0321,6.1194,5.5307,0.7416,0.6245,7.7542,61.68,98.95,3.2145,13.0465,1.2083,5.9842,1.2546,10,6.4256,0.9105,29.56,31.16
2019,2013-09-27,1.0725,2.2577,1.03,6.1179,5.5089,0.7387,0.6198,7.7539,62.48,98.3,3.226,13.1465,1.2088,5.9966,1.2556,10.07,6.417,0.905,29.54,31.28
2020,2013-09-30,1.0704,2.2193,1.0284,6.12,5.5109,0.7388,0.6181,7.7551,62.58,98.29,3.256,13.155,1.2015,6.0105,1.2547,10.045,6.4095,0.9041,29.56,31.24
2021,2013-10-01,1.0653,2.224,1.0333,6.12,5.5094,0.7389,0.617,7.7535,62.46,98.05,3.232,13.1771,1.2089,5.9839,1.252,10.08,6.3584,0.9064,29.49,31.21
2022,2013-10-02,1.0677,2.2031,1.033,6.12,5.488,0.7357,0.6164,7.7545,62.46,97.36,3.2255,13.153,1.2092,6.022,1.2492,10.0335,6.3751,0.9017,29.44,31.26
2023,2013-10-03,1.0659,2.2086,1.0324,6.12,5.4681,0.733,0.6185,7.7542,61.97,97.08,3.1925,13.2465,1.2061,5.9476,1.2487,10.075,6.3345,0.8972,29.32,31.28
2024,2013-10-04,1.059,2.2005,1.0306,6.12,5.4914,0.7363,0.6223,7.7541,61.42,97.2,3.18,13.0855,1.2009,5.9577,1.2464,9.995,6.4141,0.9052,29.32,31.27
2025,2013-10-07,1.0598,2.2027,1.0306,6.12,5.4963,0.737,0.6218,7.7542,61.79,97.02,3.188,13.088,1.2005,5.968,1.2479,9.971,6.421,0.905,29.34,31.36
2026,2013-10-08,1.0583,2.2016,1.033,6.1206,5.4927,0.7363,0.6215,7.7542,61.79,96.94,3.195,13.152,1.2042,5.9673,1.2491,9.9775,6.4218,0.904,29.35,31.36
2027,2013-10-09,1.06,2.208,1.0396,6.1209,5.5203,0.74,0.6272,7.7544,61.92,97.23,3.1945,13.202,1.2055,6.0058,1.2504,9.9975,6.4741,0.9104,29.38,31.44
2028,2013-10-10,1.0564,2.1769,1.0382,6.1156,5.5107,0.7388,0.626,7.7543,61.3,98.09,3.19,13.07,1.2048,6.0345,1.2482,9.89,6.4923,0.9104,29.37,31.35
2029,2013-10-11,1.0556,2.1846,1.0383,6.1204,5.5007,0.7375,0.6272,7.7541,61.07,98.42,3.1785,13.0475,1.1999,5.996,1.2466,9.898,6.4713,0.9103,29.33,31.29
2030,2013-10-14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2031,2013-10-15,1.0501,2.1765,1.0372,6.1026,5.5272,0.7411,0.626,7.7538,61.84,98.58,3.18,12.9485,1.1949,6.0313,1.2425,9.9335,6.513,0.9152,29.34,31.25
2032,2013-10-16,1.0494,2.1567,1.0345,6.0996,5.529,0.7413,0.6288,7.7543,61.72,98.9,3.171,12.8585,1.1896,6.0209,1.2457,9.876,6.5075,0.9163,29.4,31.24
2033,2013-10-17,1.0371,2.1615,1.0285,6.098,5.457,0.7319,0.6186,7.754,61.13,97.85,3.147,12.7665,1.1748,5.9319,1.2399,9.8075,6.4091,0.9028,29.35,30.98
2034,2013-10-18,1.034,2.163,1.0287,6.0966,5.4466,0.7303,0.6179,7.7532,61.26,97.77,3.157,12.801,1.1769,5.8987,1.2374,9.75,6.4116,0.9013,29.36,31.06
2035,2013-10-21,1.035,2.1728,1.0296,6.0924,5.4554,0.7314,0.6192,7.7525,61.56,98.14,3.167,12.959,1.1811,5.915,1.2417,9.84,6.4033,0.9019,29.43,31.12
2036,2013-10-22,1.0304,2.1673,1.0282,6.0925,5.4141,0.7258,0.6165,7.7524,61.64,98.18,3.173,12.861,1.1741,5.8953,1.2361,9.7305,6.3719,0.8947,29.33,31.03
2037,2013-10-23,1.0382,2.1805,1.0384,6.0833,5.4112,0.7254,0.6184,7.7525,61.54,97.28,3.163,12.9335,1.1915,5.9149,1.2383,9.767,6.3734,0.8918,29.41,31.17
2038,2013-10-24,1.0416,2.1948,1.0421,6.0815,5.4008,0.7241,0.6178,7.7531,61.48,97.36,3.158,12.977,1.1982,5.8904,1.237,9.7665,6.356,0.8916,29.37,31.12
2039,2013-10-25,1.0441,2.187,1.0449,6.0838,5.4068,0.725,0.6189,7.7528,61.4,97.46,3.1425,12.875,1.2074,5.8958,1.2365,9.8185,6.3237,0.8939,29.38,31.04
2040,2013-10-28,1.045,2.1828,1.0443,6.0853,5.4109,0.7254,0.6199,7.7533,61.54,97.7,3.1335,12.8625,1.2071,5.8918,1.2383,9.8085,6.3346,0.8954,29.39,31.05
2041,2013-10-29,1.0529,2.1785,1.0445,6.0897,5.4167,0.7262,0.6227,7.7535,61.34,98.09,3.1455,12.874,1.2099,5.8865,1.239,9.869,6.372,0.8982,29.39,31.01
2042,2013-10-30,1.0536,2.186,1.0454,6.0936,5.4161,0.7262,0.622,7.7535,61.09,98.14,3.147,12.8765,1.2126,5.8769,1.2366,9.868,6.3684,0.8964,29.38,31.04
2043,2013-10-31,1.0559,2.2235,1.0429,6.0943,5.4862,0.7356,0.6224,7.753,61.61,98.1,3.155,12.9995,1.2082,5.9476,1.2402,10.002,6.4692,0.9056,29.42,31.14
2044,2013-11-01,1.0595,2.2585,1.0442,6.0993,5.5299,0.7414,0.6281,7.7524,61.84,98.78,3.17,13.0815,1.2149,5.9678,1.2434,10.168,6.5354,0.9124,29.41,31.22
2045,2013-11-04,1.0515,2.2425,1.0414,6.098,5.5183,0.7399,0.627,7.7518,61.74,98.62,3.1715,12.9855,1.2069,5.9478,1.2424,10.117,6.5005,0.9106,29.37,31.29
2046,2013-11-05,1.0541,2.285,1.0447,6.0966,5.536,0.7424,0.6233,7.7516,61.76,98.6,3.1715,13.14,1.2053,5.981,1.2432,10.236,6.5267,0.9126,29.42,31.26
2047,2013-11-06,1.0506,2.2865,1.0418,6.0925,5.5128,0.7391,0.6219,7.7512,62.48,98.6,3.1775,13.1495,1.1929,5.9555,1.2425,10.2785,6.4922,0.9109,29.4,31.26
2048,2013-11-07,1.0561,2.2995,1.0441,6.0906,5.5681,0.7468,0.6223,7.7516,62.41,98.56,3.183,13.1975,1.1983,6.032,1.2443,10.29,6.5298,0.9184,29.45,31.33
2049,2013-11-08,1.066,2.3201,1.0486,6.0903,5.5824,0.7487,0.6252,7.7515,62.48,99.03,3.1775,13.243,1.2115,6.1542,1.2463,10.336,6.5947,0.922,29.51,31.46
2050,2013-11-11,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2051,2013-11-12,1.0764,2.3303,1.05,6.0917,5.5524,0.7447,0.6283,7.7527,63.73,99.65,3.21,13.198,1.2174,6.1986,1.2508,10.382,6.6472,0.9176,29.58,31.59
2052,2013-11-13,1.0725,2.3259,1.0468,6.0926,5.5418,0.7432,0.6237,7.7528,63.28,99.31,3.21,13.085,1.2105,6.1794,1.2473,10.333,6.66,0.9155,29.6,31.53
2053,2013-11-14,1.0728,2.3229,1.0497,6.092,5.5364,0.7425,0.622,7.7535,63.12,99.93,3.203,13.007,1.2076,6.1645,1.2479,10.29,6.6453,0.9152,29.56,31.55
2054,2013-11-15,1.0678,2.314,1.0457,6.092,5.533,0.7418,0.6208,7.7535,62.97,100.17,3.203,12.9505,1.2003,6.1182,1.2466,10.171,6.6473,0.9152,29.55,31.57
2055,2013-11-18,1.0638,2.2705,1.0426,6.0918,5.516,0.7396,0.6207,7.7521,62.07,100.04,3.1845,12.871,1.1947,6.1085,1.2457,10.12,6.5974,0.9121,29.47,31.58
2056,2013-11-19,1.0625,2.2673,1.0467,6.0924,5.513,0.7392,0.6207,7.7514,62.26,100.14,3.177,12.8965,1.1989,6.0936,1.2446,10.188,6.6193,0.9114,29.43,31.62
2057,2013-11-20,1.0673,2.2705,1.0446,6.0925,5.5458,0.7434,0.6192,7.7515,62.34,100.02,3.179,12.9805,1.2061,6.1008,1.2449,10.0675,6.6267,0.9158,29.5,31.68
2058,2013-11-21,1.0812,2.308,1.0506,6.0914,5.5369,0.7424,0.619,7.7525,62.94,100.95,3.2091,13.0635,1.2182,6.108,1.2495,10.1445,6.6522,0.9146,29.57,31.82
2059,2013-11-22,1.0913,2.2908,1.0534,6.0935,5.5047,0.7382,0.6169,7.7531,62.72,101.29,3.212,12.9985,1.2241,6.0744,1.2499,10.083,6.5897,0.9072,29.58,31.81
2060,2013-11-25,1.0931,2.29,1.0554,6.0916,5.5236,0.7406,0.6193,7.7525,62.37,101.7,3.217,13.013,1.2213,6.1158,1.2522,10.0755,6.5701,0.9125,29.6,32.02
2061,2013-11-26,1.0965,2.298,1.0547,6.0925,5.5022,0.7377,0.6178,7.7521,62.47,101.38,3.219,13.0665,1.2206,6.1026,1.2534,10.136,6.5775,0.908,29.6,32.05
2062,2013-11-27,1.1023,2.308,1.0595,6.0922,5.4975,0.7373,0.6147,7.7528,62.47,102.18,3.229,13.096,1.2306,6.107,1.2548,10.2255,6.5794,0.9091,29.65,32.15
2063,2013-11-28,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2064,2013-11-29,1.0959,2.3345,1.0597,6.0922,5.4823,0.735,0.6108,7.7526,62.39,102.45,3.223,13.111,1.2259,6.116,1.2548,10.1765,6.5475,0.9047,29.59,32.07
2065,2013-12-02,1.0991,2.353,1.0632,6.0927,5.5035,0.7379,0.6111,7.7517,62.3,103.04,3.208,13.203,1.2228,6.124,1.256,10.2635,6.5484,0.9076,29.59,32.13
2066,2013-12-03,1.0961,2.3664,1.066,6.0914,5.483,0.7351,0.6092,7.7522,62.38,102.36,3.2165,13.2165,1.2129,6.088,1.2531,10.3375,6.5047,0.903,29.55,32.17
2067,2013-12-04,1.11,2.3784,1.0696,6.0913,5.5026,0.7377,0.6115,7.7528,61.9,102.48,3.225,13.102,1.2235,6.1579,1.2557,10.4755,6.5142,0.9052,29.57,32.23
2068,2013-12-05,1.1027,2.362,1.0638,6.0903,5.459,0.7319,0.6124,7.7538,61.6,101.82,3.2275,13.0185,1.2179,6.1519,1.2532,10.415,6.4911,0.8976,29.61,32.22
2069,2013-12-06,1.1,2.3338,1.0663,6.0815,5.4487,0.7305,0.6125,7.7542,61.43,102.88,3.232,12.938,1.209,6.1535,1.2512,10.3525,6.5081,0.8939,29.57,32.22
2070,2013-12-09,1.1008,2.3197,1.0641,6.0643,5.435,0.7285,0.6096,7.7532,60.87,103.22,3.2025,12.8505,1.2092,6.141,1.2493,10.3747,6.5346,0.8914,29.53,32.14
2071,2013-12-10,1.0929,2.3106,1.0622,6.0705,5.4194,0.7265,0.6089,7.7532,61.04,102.8,3.2065,12.885,1.2024,6.113,1.2489,10.355,6.5314,0.8876,29.54,32.07
2072,2013-12-11,1.103,2.3308,1.0605,6.0712,5.4064,0.7247,0.6102,7.7543,61.38,102.38,3.214,12.9225,1.2157,6.1176,1.251,10.3535,6.538,0.8856,29.59,32.08
2073,2013-12-12,1.1204,2.339,1.0641,6.071,5.4243,0.7272,0.6125,7.7533,61.85,103.11,3.229,13.038,1.2139,6.1991,1.2558,10.42,6.5964,0.8902,29.62,32.08
2074,2013-12-13,1.1159,2.337,1.0594,6.071,5.4361,0.7287,0.6137,7.7534,62.16,103.28,3.232,12.9575,1.2099,6.1851,1.2554,10.3125,6.5772,0.8904,29.62,32.02
2075,2013-12-16,1.115,2.3215,1.0577,6.0713,5.4228,0.7269,0.6131,7.7533,61.68,102.91,3.239,12.945,1.2096,6.1529,1.255,10.2715,6.5723,0.8876,29.63,32.01
2076,2013-12-17,1.1232,2.3181,1.0611,6.0707,5.4259,0.7274,0.6152,7.7525,61.92,102.63,3.247,12.953,1.2127,6.1234,1.2574,10.335,6.5664,0.887,29.62,32.11
2077,2013-12-18,1.1256,2.3462,1.0645,6.0713,5.4192,0.7264,0.6102,7.7522,62.06,103.18,3.257,12.9925,1.2157,6.1125,1.2596,10.3575,6.5379,0.8872,29.68,32.27
